actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc
1019,NGO_1019,Civil Society Representative,Civil Society,Non-governmental Organization,Other,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,1.0,,,,,,,"Civil Society Representative is a non-governmental organisation/civil society representative based in Congo, Democratic Republic of the."
1022,NGO_1022,Religious Representatives,Civil Society,Religious,,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,1.0,,,,,,,Religious Representatives is a religious representative.
1073,ARM_1073,Tigray People's Liberation Front,Armed Organization,,,TPLF,ETH,Ethiopia,530.0,Africa,,,,,,410.0,TPLF,https://ucdp.uu.se/actor/410,TPLF: Tigray People's Liberation Front,,Tigray People's Liberation Front (TPLF) is an Armed Organization based in Ethiopia.
991,ARM_991,National Socialist Council of Nagaland-Reformation,Armed Organization,,,NSCN-R,IND,India,750.0,Asia,,,,,,,,,NSCN-R: National Socialist Council of Nagaland-Reformation,,National Socialist Council of Nagaland-Reformation (NSCN-R) is an Armed Organization based in India.
1072,OTH_1072,Ceasefire Supervisory Board,Other,,,CFSB,IND,India,750.0,Asia,,,,1.0,,,,,,,Ceasefire Supervisory Board is an Other actor.
1071,OTH_1071,Advisory Committee of the Libyan Political Dialogue Forum,Other,,,LPDF,LBY,Libya,620.0,Africa,,,,1.0,,,,,,,Advisory Committee of the Libyan Political Dialogue Forum is an Other actor.
1012,NGO_1012,Ara Pacis Initiatives for Peace Onlus,Civil Society,Non-governmental Organization,Other,,ITA,Italy,325.0,Europe,,1.0,,,,,,,,,Ara Pacis Initiatives for Peace Onlus  is an international non-governmental organisation.
993,ARM_993,Platform of Algiers of 14 June 2014,Armed Organization,,,,MLI,Mali,432.0,Africa,,,,,,,,,Platform of June 14th 2014 movements,,Platform of Algiers of 14 June 2014  is an Armed Organization based in Mali.
1024,OTH_1024,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",Other,,,OPAPRU,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,"Office of the Presidential Adviser on Peace, Reconciliation and Unity is an Other actor."
1008,OTH_1008,GPH-MILF Committee on the Cessation of Hostilities,Umbrella,,,CCCH,PHL,Philippines,840.0,Asia,,,,,,,,,,,GPH-MILF Committee on the Cessation of Hostilities is an Umbrella actor.
1009,OTH_1009,Ad Hoc Joint Action Group,Other,,,AHJAG,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,Ad Hoc Joint Action Group is an Other actor.
1010,OTH_1010,Philippines National Police,Other,,,PNP,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,Philippines National Police is an Other actor.
1011,OTH_1011,International Monitoring Team,Other,,,IMT,PHL,Philippines,840.0,Asia,,1.0,,,,,,,,,International Monitoring Team is an Other actor.
1013,ARM_1013,Agwelek Forces,Armed Organization,,,,SSD,South Sudan,626.0,Africa,,,,,,,,,Agwelek Forces,,Agwelek Forces  is an Armed Organization based in South Sudan.
1014,ARM_1014,South Sudan People's Defence Forces,Armed Organization,,,SSPDF,SSD,South Sudan,626.0,Africa,,,,,,,,,,,South Sudan People's Defence Forces (SSPDF) is an Armed Organization based in South Sudan.
1015,OTH_1015,Women's Representative,Civil Society,Non-governmental Organization,Women,,SSD,South Sudan,626.0,Africa,,,,1.0,1.0,,,,,,Women's Representative is a civil society representative for women in South Sudan.
1016,OTH_1016,Elder/Community Leader,Civil Society,Communities and tribes,,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,Elder/Community Leader is a representative of communities/tribes in South Sudan.
1018,OTH_1018,Committee 7 + 7,Other,,,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,Committee 7 + 7 is an Other actor.
1023,ARM_1023,Army of Revolutionaries for the Defense of the Congolese people,Armed Organization,,,ARDPC,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,,,,CODECO-ARDPC: Cooperative for Development of Congo (Army of Revolutionaries for the Defense of the Congolese people),,"Army of Revolutionaries for the Defense of the Congolese people (ARDPC) is an Armed Organization based in Congo, Democratic Republic of the."
1064,ARM_1064,National Alliance for the Unity and Change,Armed Organization,,,ANUC,TCD,Chad,483.0,Africa,,,,,,,,,,,National Alliance for the Unity and Change (ANUC) is an Armed Organization based in Chad.
1062,ARM_1062,People's Army for Liberation of Chad,Armed Organization,,,APLT,TCD,Chad,483.0,Africa,,,,,,,,,,,People's Army for Liberation of Chad (APLT) is an Armed Organization based in Chad.
1044,ARM_1044,Alliance of the Resistant Democrats,Armed Organization,,,ADR,TCD,Chad,483.0,Africa,,,,,,,,,,,Alliance of the Resistant Democrats (ADR) is an Armed Organization based in Chad.
1039,ARM_1039,National Movement for Settlement,Armed Organization,,,MNR,TCD,Chad,483.0,Africa,,,,,,,,,,,National Movement for Settlement (MNR) is an Armed Organization based in Chad.
1040,ARM_1040,Movement for the Democratic Card in Chad,Armed Organization,,,MCDT,TCD,Chad,483.0,Africa,,,,,,,,,,,Movement for the Democratic Card in Chad (MCDT) is an Armed Organization based in Chad.
1037,ARM_1037,Chad Liberation Movement,Armed Organization,,,MLT,TCD,Chad,483.0,Africa,,,,,,,,,MLT: Chad Liberation Movement,,Chad Liberation Movement (MLT) is an Armed Organization based in Chad.
1036,ARM_1036,Military Command Council for the Salvation of the Republic,Armed Organization,,,CCMSR,TCD,Chad,483.0,Africa,,,,,,7151.0,CCMSR,https://ucdp.uu.se/actor/7151,CCMSR: Military Command Council for the Salvation of the Republic,,Military Command Council for the Salvation of the Republic (CCMSR) is an Armed Organization based in Chad.
1074,POL_1074,NI Women's Coalition,Civil Society,Non-governmental Organization,Women,NIWC, ,Northern Ireland,,Europe,,,,1.0,1.0,,,,,,NI Women's Coalition is a civil society representative for women in Northern Ireland.
1075,NGO_1075,Gender Empowerment for South Sudan Organisation,Civil Society,Non-governmental Organization,Women,,SSD,South Sudan,626.0,Africa,,,,1.0,1.0,,,,,,Gender Empowerment for South Sudan Organisation is a civil society representative for women in South Sudan.
1076,NGO_1076,Representative of Women Group-WES,Civil Society,Non-governmental Organization,Women,WES,SSD,South Sudan,626.0,Africa,,,,1.0,1.0,,,,,,Representative of Women Group-WES is a civil society representative for women in South Sudan.
1077,NGO_1077,Women Leaders Advisory Committee,Civil Society,Non-governmental Organization,Women,,CAF,Central African Republic,482.0,Africa,,,,1.0,1.0,,,,,,Women Leaders Advisory Committee is a civil society representative for women in Central African Republic.
1078,NGO_1078,Women's Association,Civil Society,Non-governmental Organization,Women,,BDI,Burundi,516.0,Africa,,,,1.0,1.0,,,,,,Women's Association is a civil society representative for women in Burundi.
1079,NGO_1079,Civil Society,Civil Society,Non-governmental Organization,Other,,BDI,Burundi,516.0,Africa,,,,1.0,,,,,,,Civil Society is a non-governmental organisation/civil society representative based in Burundi.
1080,NGO_1080,Women's Representative,Civil Society,Non-governmental Organization,Women,,PNG,Papua New Guinea,910.0,Oceania,,,,1.0,1.0,,,,,,Women's Representative is a civil society representative for women in Papua New Guinea.
1081,NGO_1081,Women's Representative,Civil Society,Non-governmental Organization,Women,, ,Kurdistan,,Europe,,,,1.0,1.0,,,,,,Women's Representative is a civil society representative for women in Kurdistan.
1082,NGO_1082,Press Union of Liberia,Civil Society,Unions,,PUL,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Press Union of Liberia is a representative of unions in Liberia.
1083,NGO_1083,National Medical and Dental Association of Liberia,Civil Society,Non-governmental Organization,Other,NMDAL,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,National Medical and Dental Association of Liberia is a non-governmental organisation/civil society representative based in Liberia.
1084,NGO_1084,Movement for Justice in Africa,Civil Society,Non-governmental Organization,Other,MOJA,LBR,Liberia,450.0,Africa,,1.0,1.0,,,,,,,,Movement for Justice in Africa (MOJA) is an international non-governmental organisation.
1085,NGO_1085,Federation of Liberia Youth,Civil Society,Non-governmental Organization,Youth,FLY,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Federation of Liberia Youth is a civil society representative for youth in Liberia.
1086,NGO_1086,Liberian Council of Churches,Civil Society,Religious,,LCC,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Liberian Council of Churches is a religious representative.
1087,NGO_1087,Muslim Council of Liberia,Civil Society,Religious,,MCL,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Muslim Council of Liberia is a religious representative.
1088,NGO_1088,Women Development Association of Liberia,Civil Society,Non-governmental Organization,Women,WODAL,LBR,Liberia,450.0,Africa,,,,1.0,1.0,,,,,,Women Development Association of Liberia is a civil society representative for women in Liberia.
1089,NGO_1089,Youth Representative,Civil Society,Non-governmental Organization,Other,,SOM,Somalia,520.0,Africa,,,,1.0,,,,,,,Youth Representative is a non-governmental organisation/civil society representative based in Somalia.
1090,NGO_1090,Women's Representative,Civil Society,Non-governmental Organization,Other,,SOM,Somalia,520.0,Africa,,,,1.0,,,,,,,Women's Representative is a non-governmental organisation/civil society representative based in Somalia.
1091,ARM_1091,Croatian Defence Council,Armed Organization,,,HVO,HRV,Croatia,344.0,Europe,,,,,,,,,,,Croatian Defence Council (HVO) is an Armed Organization based in Croatia.
1092,UMB_1092,Islamic Movement of Afghanistan,Umbrella,,,,AFG,Afghanistan,700.0,Asia,,,,,,298.0,Harakat-i Islami-yi Afghanistan,https://ucdp.uu.se/actor/298,,,Islamic Movement of Afghanistan is an Umbrella actor.
1093,UMB_1093,Tajik,Umbrella,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,Tajik Ethnic Group (Afghanistan),,Tajik is an Umbrella actor.
1094,UMB_1094,Peshawar Group,Umbrella,,,APUNA,AFG,Afghanistan,700.0,Asia,,,,,,,,,,,Peshawar Group is an Umbrella actor.
1095,NGO_1095,Rome Group,Civil Society,Non-governmental Organization,Other,,AFG,Afghanistan,700.0,Asia,,,,1.0,,,,,,,Rome Group is a non-governmental organisation/civil society representative based in Afghanistan.
1096,ARM_1096,Popular Front for the Liberation of Palestine,Armed Organization,,,PFLP,PSE,Palestine,667.0,Asia,,,,,,205.0,PFLP,https://ucdp.uu.se/actor/205,,,Popular Front for the Liberation of Palestine (PFLP) is an Armed Organization based in Palestine.
1097,ARM_1097,Democratic Front for the Liberation of Palestine,Armed Organization,,,DFLP,PSE,Palestine,667.0,Asia,,,,,,,,,,,Democratic Front for the Liberation of Palestine (DFLP) is an Armed Organization based in Palestine.
1098,ARM_1098,Palestinian Islamic Jihad Movement,Armed Organization,,,PJI,PSE,Palestine,667.0,Asia,,,,,,208.0,PIJ,https://ucdp.uu.se/actor/208,,,Palestinian Islamic Jihad Movement (PJI) is an Armed Organization based in Palestine.
36,UMB_36,Political Groups,Umbrella,,,,GAB,Gabon,481.0,Africa,,,,,,,,,,,Political Groups is an Umbrella actor.
1102,ENT_1102,South West State,Entity,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,South West State is an entity (Somalia).
1103,ENT_1103,Hirshabelle,Entity,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,Hirshabelle is an entity (Somalia).
1104,ENT_1104,Banaadir,Entity,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,Banaadir is an entity (Somalia).
1105,ARM_1105,Patani Malay National Revolutionary Front,Armed Organization,,,BRN,THA,Thailand,800.0,Asia,,,,,,365.0,Patani insurgents,https://ucdp.uu.se/actor/365,BRN: Barisan Revolusi Nasional Melayu Patani,,Patani Malay National Revolutionary Front (BRN) is an Armed Organization based in Thailand.
1109,ARM_1109,Alliance of Congolese Nationalists for the Defense of Human Rights,Armed Organization,,,ANCDH/AFDP,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,8581.0,,https://ucdp.uu.se/actor/8581,,,"Alliance of Congolese Nationalists for the Defense of Human Rights (ANCDH/AFDP) is an Armed Organization based in Congo, Democratic Republic of the."
1107,ARM_1107,Collective of Movements for Change/Self-Defense Force of Congolese People,Armed Organization,,,CMC-FDP,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,6920.0,CMC,https://ucdp.uu.se/actor/6920,CMC: Coalition of Movements of Change of the Congo,,"Collective of Movements for Change/Self-Defense Force of Congolese People (CMC-FDP) is an Armed Organization based in Congo, Democratic Republic of the."
1108,ARM_1108,NDC-R/Guidon,Armed Organization,,,NDC-R,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,6491.0,NDC-R,https://ucdp.uu.se/actor/6491,NDC-R: Nduma Defence of Congo (Renove),,"NDC-R/Guidon (NDC-R) is an Armed Organization based in Congo, Democratic Republic of the."
1113,ARM_1113,Sudanese Armed Forces,Armed Organization,,,SAF,SDN,Sudan,625.0,Africa,,,,,,,,,SAF: Sudan Alliance Forces,,Sudanese Armed Forces (SAF) is an Armed Organization based in Sudan.
1114,ARM_1114,Rapid Support Forces,Armed Organization,,,RSF,SDN,Sudan,625.0,Africa,,,,,,8635.0,,https://ucdp.uu.se/actor/8635,Rapid Support Forces,,Rapid Support Forces (RSF) is an Armed Organization based in Sudan.
1119,POL_1119,Nationalist Socialist Council of Nagalim/Government of the People's Republic of Nagalim,Political Party,,,NSCN/GPRN,IND,India,750.0,Asia,,,,,,,,,,,Nationalist Socialist Council of Nagalim/Government of the People's Republic of Nagalim (NSCN/GPRN) is a Political Party based in India.
1100,OTH_1100,Forum for Naga Reconciliation,Umbrella,,,,IND,India,750.0,Asia,,,,,,,,,,,Forum for Naga Reconciliation is an Umbrella actor.
1120,OTH_1120,Working Committee of National Naga Political Groups,Other,,,NNPG,IND,India,750.0,Asia,,,,1.0,,,,,,,Working Committee of National Naga Political Groups is an Other actor.
1121,NGO_1121,Naga Civil Society Organisation,Civil Society,Non-governmental Organization,Other,,IND,India,750.0,Asia,,,,1.0,,,,,,,Naga Civil Society Organisation is a non-governmental organisation/civil society representative based in India.
1122,NGO_1122,Church Forums (Nagaland),Civil Society,Religious,,,IND,India,750.0,Asia,,,,1.0,,,,,,,Church Forums (Nagaland) is a religious representative.
1099,ENT_1099,Nagaland,Entity,,,,IND,India,750.0,Asia,,,,,,,,,,,Nagaland is an entity (India).
1118,IGO_1118,East African Community Regional Force,Intergovernmental Organization,,,EACRF,,,,Africa,,,1.0,,,,,,,,East African Community Regional Force (EACRF) is an regional intergovernmental organization based in Africa.
1133,ENT_1133,Oromia region,Entity,,,,ETH,Ethiopia,530.0,Africa,,,,,,,,,,,Oromia region is an entity (Ethiopia).
1132,ARM_1132,Oromo Liberation Front,Armed Organization,,,OLF,ETH,Ethiopia,530.0,Africa,,,,,,551.0,OLF,https://ucdp.uu.se/actor/551,OLF: Oromo Liberation Front,,Oromo Liberation Front (OLF) is an Armed Organization based in Ethiopia.
1137,IGO_1137,United Nations Verification and Inspection Commission (UNVIC),Intergovernmental Organization,,,UNVIC,,,,,UN Mission,1.0,,,,,,,,,United Nations Verification and Inspection Commission (UNVIC) (UNVIC) is a mission led by the United Nations.
1138,MIL_1138,Armed Forces of Colombia,Military,,,,COL,Colombia,100.0,Americas,,,,,,17.0,Government of Colombia,https://ucdp.uu.se/actor/17,,,Armed Forces of Colombia refers to the military/army of Colombia.
1115,POL_1115,People's Democratic Movement,Political Party,,,PDM,SSD,South Sudan,626.0,Africa,,,,,,,,,,,People's Democratic Movement (PDM) is a Political Party based in South Sudan.
1116,POL_1116,United Democratic Party,Political Party,,,UDP,SSD,South Sudan,626.0,Africa,,,,,,,,,,,United Democratic Party (UDP) is a Political Party based in South Sudan.
1139,IGO_1139,South Asian Association for Regional Cooperation,Intergovernmental Organization,,,SAARC,,,,Asia,,,1.0,,,,,,,,South Asian Association for Regional Cooperation (SAARC) is an regional intergovernmental organization based in Asia.
1140,GOV_1140,Medellín,Government/state,,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Medellín is an Government/state actor.
1141,GOV_1141,Antioquia,Government/state,,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Antioquia is an Government/state actor.
1142,NGO_1142,Civil Society,Civil Society,Non-governmental Organization,Other,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Civil Society is a non-governmental organisation/civil society representative based in Colombia.
1143,OTH_1143,National Peace Committee,Other,,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,National Peace Committee is an Other actor.
1144,ARM_1144,Ninjas,Armed Organization,,,,COG,"Congo, Republic of the",484.0,Africa,,,,,,546.0,,https://ucdp.uu.se/actor/546,Ninjas Militia,,"Ninjas  is an Armed Organization based in Congo, Republic of the."
1145,ARM_1145,Cobras,Armed Organization,,,,COG,"Congo, Republic of the",484.0,Africa,,,,,,545.0,,https://ucdp.uu.se/actor/545,Cobras Militia,,"Cobras  is an Armed Organization based in Congo, Republic of the."
1146,MIL_1146,Armed Forces of the Republic of the Congo,Military,,,FAC,COG,"Congo, Republic of the",484.0,Africa,,,,,,,,,Military Forces of the Republic of Congo (1997-),,"Armed Forces of the Republic of the Congo refers to the military/army of Congo, Republic of the."
1147,ARM_1147,National Movement for the Liberation of Congo,Armed Organization,,,MNLC,COG,"Congo, Republic of the",484.0,Africa,,,,,,,,,MLC: Movement for the Liberation of Congo,,"National Movement for the Liberation of Congo (MNLC) is an Armed Organization based in Congo, Republic of the."
1148,ARM_1148,New National Movement for the Liberation of Congo,Armed Organization,,,MNLCR,COG,"Congo, Republic of the",484.0,Africa,,,,,,,,,,,"New National Movement for the Liberation of Congo (MNLCR) is an Armed Organization based in Congo, Republic of the."
1149,ARM_1149,Bana Dol,Armed Organization,,,,COG,"Congo, Republic of the",484.0,Africa,,,,,,,,,,,"Bana Dol  is an Armed Organization based in Congo, Republic of the."
1150,ARM_1150,Résistance Sud Sud,Armed Organization,,,,COG,"Congo, Republic of the",484.0,Africa,,,,,,,,,,,"Résistance Sud Sud  is an Armed Organization based in Congo, Republic of the."
1151,OTH_1151,Monitoring Commission of the Douala Appeal ,Other,,,,COG,"Congo, Republic of the",484.0,Africa,,,,1.0,,,,,,,Monitoring Commission of the Douala Appeal  is an Other actor.
1152,OTH_1152,Gaddafi International Foundation for Charitable Associations,Other,,,GIFCA,LIB,,,,,,,,,,,,,,Gaddafi International Foundation for Charitable Associations is an Other actor.
1153,OTH_1153,High Representative for Bosnia and Herzegovina,Other,,,,,,,,,1.0,,,,,,,,,High Representative for Bosnia and Herzegovina is an Other actor.
1154,OTH_1154,International Police Task Force,Other,,,IPTF,BIH,Bosnia and Herzegovina,346.0,Europe,,1.0,,,,,,,,,International Police Task Force is an Other actor.
1155,OTH_1155,Peace Monitoring Group,Other,,,,PNG,Papua New Guinea,910.0,Oceania,,,,1.0,,,,,,,Peace Monitoring Group is an Other actor.
1156,OTH_1156,Leitana Council of Elders,Other,,,,PNG,Papua New Guinea,910.0,Oceania,,,,1.0,,,,,,,Leitana Council of Elders is an Other actor.
1157,NGO_1157,Christian delegates,Civil Society,Religious,,,IDN,Indonesia,850.0,Asia,,,,1.0,,860.0,,https://ucdp.uu.se/actor/860,,,Christian delegates is a religious representative.
1158,NGO_1158,Muslim delegates,Civil Society,Religious,,,IDN,Indonesia,850.0,Asia,,,,1.0,,861.0,,https://ucdp.uu.se/actor/861,,,Muslim delegates is a religious representative.
1159,MIL_1159,Sulawesi Military Command,Military,,,,IDN,Indonesia,850.0,Asia,,,,,,,,,,,Sulawesi Military Command refers to the military/army of Indonesia.
1160,ENT_1160,Ngazidja,Entity,,,,COM,Comoros,581.0,Africa,,,,,,,,,,,Ngazidja is an entity (Comoros).
1162,UMB_1162,Rebolusyonaryong Alyansang Makabansa/Soldiers of the Filipino People/Young Officers' Union,Umbrella,,,RAM-SFP-You,PHL,Philippines,840.0,Asia,,,,,,,,,,,Rebolusyonaryong Alyansang Makabansa/Soldiers of the Filipino People/Young Officers' Union is an Umbrella actor.
1163,ENT_1163,Maguindanao ,Entity,,,,PHL,Philippines,840.0,Asia,,,,,,,,,,,Maguindanao  is an entity (Philippines).
1168,ARM_1168,Didier Ratsiraka and supporters,Armed Organization,,,,MDG,Madagascar,580.0,Africa,,,,,,1017.0,,https://ucdp.uu.se/actor/1017,,,Didier Ratsiraka and supporters  is an Armed Organization based in Madagascar.
1169,ARM_1169,Marc Ravalomanana and supporters,Armed Organization,,,,MDG,Madagascar,580.0,Africa,,,,,,1041.0,,https://ucdp.uu.se/actor/1041,,,Marc Ravalomanana and supporters  is an Armed Organization based in Madagascar.
1170,ARM_1170,Albert Zafy and supporters,Armed Organization,,,,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Albert Zafy and supporters  is an Armed Organization based in Madagascar.
1171,OTH_1171,Andry Rajoelina and supporters,Armed Organization,,,,MDG,Madagascar,580.0,Africa,,,,,,1003.0,,https://ucdp.uu.se/actor/1003,,,Andry Rajoelina and supporters  is an Armed Organization based in Madagascar.
1173,ENT_1173,Nagorno-Karabakh,Entity,,,,AZE,Azerbaijan,373.0,Asia,,,,,,,,,,,Nagorno-Karabakh is an entity (Azerbaijan).
1174,ENT_1174,Krajina,Entity,,,,,,,,,,,,,,,,,,Krajina is an entity (nan).
1175,OTH_1175,Euro-Burma Office,Other,,,EBO,,,,,,1.0,,,,,,,,,Euro-Burma Office is an Other actor.
1176,OTH_1176,Peace-Talk Creation Group,Other,,,PCG,MMR,Myanmar (Burma),775.0,Asia,,,,1.0,,,,,,,Peace-Talk Creation Group is an Other actor.
1177,ARM_1177,Revolutionary Workers Party – Mindanao,Armed Organization,,,RWP-M,PHL,Philippines,840.0,Asia,,,,,,,,,,,Revolutionary Workers Party – Mindanao (RWP-M) is an Armed Organization based in Philippines.
1178,NGO_1178,Balay Mindanaw Foundation Inc.,Civil Society,Non-governmental Organization,Other,,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,Balay Mindanaw Foundation Inc. is a non-governmental organisation/civil society representative based in Philippines.
1179,POL_1179,National Front for Justice ,Political Party,,,FNJ,COM,Comoros,581.0,Africa,,,,,,,,,,,National Front for Justice  (FNJ) is a Political Party based in Comoros.
1180,NGO_1180,Muslim Community Leader,Civil Society,Religious,,,MOZ,Mozambique,541.0,Africa,,,,1.0,,,,,,,Muslim Community Leader is a religious representative.
1181,POL_1181,Serbian Democratic Party,Political Party,,,,BIH,Bosnia and Herzegovina,346.0,Europe,,,,,,,,,,,Serbian Democratic Party  is a Political Party based in Bosnia and Herzegovina.
1183,GOV_1183,Jema'a LGA,Government/state,,,,NGA,Nigeria,475.0,Africa,,,,1.0,,,,,,,Jema'a LGA is an Government/state actor.
1184,GOV_1184,Kachia LGA,Government/state,,,,NGA,Nigeria,475.0,Africa,,,,1.0,,,,,,,Kachia LGA is an Government/state actor.
1185,GOV_1185,Kaura LGA,Government/state,,,,NGA,Nigeria,475.0,Africa,,,,1.0,,,,,,,Kaura LGA is an Government/state actor.
1186,GOV_1186,Sanga LGA,Government/state,,,,NGA,Nigeria,475.0,Africa,,,,1.0,,,,,,,Sanga LGA is an Government/state actor.
1187,GOV_1187,Zangon-Kataf LGA,Government/state,,,,NGA,Nigeria,475.0,Africa,,,,1.0,,,,,,,Zangon-Kataf LGA is an Government/state actor.
1188,UMB_1188,Political Directorate,Umbrella,,,,,,,,,1.0,,,,,,,,,Political Directorate is an Umbrella actor.
1189,OTH_1189,Individual,Other,,,,PNG,Papua New Guinea,910.0,Oceania,,,,1.0,,,,,,,Individual is an Other actor.
1190,MIL_1190,Army of Azerbaijan,Military,,,,AZE,Azerbaijan,373.0,Asia,,,,,,64.0,,https://ucdp.uu.se/actor/64,Military Forces of Azerbaijan (2003-),,Army of Azerbaijan refers to the military/army of Azerbaijan.
1191,IGO_1191,United Nations Integrated Peacebuilding Office in the Central African Republic (BINUCA),Intergovernmental Organization,,,BINUCA,,,,,UN Mission,,,,,,,,,,United Nations Integrated Peacebuilding Office in the Central African Republic (BINUCA) (BINUCA) is a mission led by the United Nations.
1192,AMR_1192,Guerrilla Groups,Armed Organization,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,Guerrilla Groups  is an Armed Organization based in Colombia.
1193,NGO_1193,Indigenous peoples representatives,Civil Society,Communities and tribes,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Indigenous peoples representatives is a representative of communities/tribes in Colombia.
1194,ARM_1194,Cobra Matata,Armed Organization,,,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,,,,FRPI-Cobra Matata: Front for Patriotic Resistance of Ituri (Cobra Matata Faction),,"Cobra Matata  is an Armed Organization based in Congo, Democratic Republic of the."
1195,UMB_1195,United People's Front,Umbrella,,,UPF,IND,India,750.0,Asia,,,,,,,,,,,United People's Front is an Umbrella actor.
1196,UMB_1196,Seven Party Alliance,Umbrella,,,,NPL,Nepal,790.0,Asia,,,,,,,,,,,Seven Party Alliance is an Umbrella actor.
1198,POL_1198,LEADER-Fanilo,Political Party,,,,MDG,Madagascar,580.0,Africa,,,,,,,,,,,LEADER-Fanilo  is a Political Party based in Madagascar.
1199,POL_1199,Malagasy Tonga Saina,Political Party,,,MTS,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Malagasy Tonga Saina (MTS) is a Political Party based in Madagascar.
1200,NGO_1200,Acces Zon'olombelona,Civil Society,Non-governmental Organization,Other,,MDG,Madagascar,580.0,Africa,,,,1.0,,,,,,,Acces Zon'olombelona is a non-governmental organisation/civil society representative based in Madagascar.
1201,POL_1201,Congress Party for Malagasy Independence – Renewal,Political Party,,,AKFM-Fanavoazana ,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Congress Party for Malagasy Independence – Renewal (AKFM-Fanavoazana ) is a Political Party based in Madagascar.
1202,POL_1202,Antoko Miombona Ezaka ,Political Party,,,AME,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Antoko Miombona Ezaka  (AME) is a Political Party based in Madagascar.
1203,OTH_1203,Télévision Malagasy,Other,,,TVM,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Télévision Malagasy is an Other actor.
1204,POL_1204,Asa Vita no Ifampitsarana,Political Party,,,AVI,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Asa Vita no Ifampitsarana (AVI) is a Political Party based in Madagascar.
1205,NGO_1205,Colectif des Citoyens et des Organisations Citoyennes,Civil Society,Non-governmental Organization,Other,CCOC,MDG,Madagascar,580.0,Africa,,,,1.0,,,,,,,Colectif des Citoyens et des Organisations Citoyennes is a non-governmental organisation/civil society representative based in Madagascar.
1206,NGO_1206,Club Developpement et Ethique ,Civil Society,Non-governmental Organization,Other,CDE,MDG,Madagascar,580.0,Africa,,,,1.0,,,,,,,Club Developpement et Ethique  is a non-governmental organisation/civil society representative based in Madagascar.
1207,OTH_1207,Congres Malgache de la Route et des Transports ,Other,,,CMRT,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Congres Malgache de la Route et des Transports  is an Other  actor.
1208,NGO_1208,Consortium National pour la participation Citoyenne,Civil Society,Non-governmental Organization,Other,CNPC,MDG,Madagascar,580.0,Africa,,,,1.0,,,,,,,Consortium National pour la participation Citoyenne is a non-governmental organisation/civil society representative based in Madagascar.
1209,POL_1209,MAVANA/Forces pour le Changement,Political Party,,,MAVANA,MDG,Madagascar,580.0,Africa,,,,,,,,,,,MAVANA/Forces pour le Changement (MAVANA) is a Political Party based in Madagascar.
1210,POL_1210,MONIMA/Forces pour le Changement,Political Party,,,MONIMA,MDG,Madagascar,580.0,Africa,,,,,,,,,,,MONIMA/Forces pour le Changement (MONIMA) is a Political Party based in Madagascar.
1211,POL_1211,Parti du Congres de l'Independance de Madagascar,Political Party,,,AKFM,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Parti du Congres de l'Independance de Madagascar (AKFM) is a Political Party based in Madagascar.
1212,POL_1212,Parti FANARENANA,Political Party,,,,MDG,Madagascar,580.0,Africa,,,,,,,,,,,Parti FANARENANA  is a Political Party based in Madagascar.
